ID,Target_Form_ID,Source_Form_ID,Comment,Source,Source_relation,Source_word,Source_meaning,Source_certain,Source_languoid,Source_languoid_glottocode
18051,LowerSorbian-1-329-1,,,,immediate,Ozean,the ocean,yes,New High German,stan1295
18052,LowerSorbian-1-34-1,,,,immediate,Bucht,the bay,yes,New High German,stan1295
18053,LowerSorbian-1-341-1,,,,immediate,Lagune,the lagoon,yes,New High German,stan1295
18054,LowerSorbian-1-342-1,,,,immediate,Riff,reef,yes,New High German,stan1295
18055,LowerSorbian-1-39-1,,,,immediate,wodopad,waterfall,yes,Upper Sorbian,uppe1395
18056,LowerSorbian-8-6-1,,,,immediate,bom,the tree,no,Low German,nort2627
18057,LowerSorbian-8-6-1,,,,immediate,bom,the tree,no,Middle High German,midd1343
18058,LowerSorbian-1-58-1,,,,immediate,Sturm,the storm,yes,New High German,stan1295
18059,LowerSorbian-1-71-1,,,,immediate,Luft,the air,yes,New High German,stan1295
18060,LowerSorbian-1-75-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18061,LowerSorbian-1-861-1,,,,immediate,löschen,to extinguish,yes,New High German,stan1295
18062,LowerSorbian-2-1-1,,,,immediate,wosoba,the person,yes,Upper Sorbian,uppe1395
18063,LowerSorbian-2-36-1,,,,immediate,Mutter,the mother,yes,New High German,stan1295
18064,LowerSorbian-2-56-1,,,,immediate,prjedownik,the ancestors,yes,Upper Sorbian,uppe1395
18065,LowerSorbian-2-57-1,,,,immediate,potomniki,the descendants,yes,Upper Sorbian,uppe1395
18066,LowerSorbian-2-82-1,,,,immediate,Familie,the family,yes,New High German,stan1295
18067,LowerSorbian-3-18-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18068,LowerSorbian-3-26-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18069,LowerSorbian-3-29-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18070,LowerSorbian-3-34-1,,,,immediate,Rampe,fat body,yes,German,stan1295
18071,LowerSorbian-3-42-1,,,,immediate,Heng(e)st,the stallion,yes,New High German,stan1295
18072,LowerSorbian-3-46-1,,,,immediate,Esel,the donkey,yes,New High German,stan1295
18073,LowerSorbian-3-47-1,,,,immediate,mul(e),the mule,yes,Middle High German,midd1343
18074,LowerSorbian-3-57-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18075,LowerSorbian-3-584-1,,,,immediate,odler,the eagle,yes,East Middle German,
18076,LowerSorbian-3-592-1,,,,immediate,Papagei,0,yes,New High German,stan1295
18077,LowerSorbian-3-614-1,,,,immediate,karnickel,rabbit,yes,German (Upper Saxon),uppe1400
18078,LowerSorbian-3-654-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18079,LowerSorbian-3-655-1,,,,immediate,Muschel,the shell,yes,New High German,stan1295
18080,LowerSorbian-3-662-1,,,,immediate,Delphin,the porpoise of dolphin,yes,New High German,stan1295
18081,LowerSorbian-3-663-1,,,,immediate,wjelryba,the whale,yes,Upper Sorbian,uppe1395
18082,LowerSorbian-3-72-1,,,,immediate,"lau, lawe",the lion,yes,East Middle German,
18083,LowerSorbian-3-76-1,,,,immediate,Maulaffe,the monkey,yes,New High German,stan1295
18084,LowerSorbian-3-77-1,,,,immediate,Elefant,0,yes,New High German,stan1295
18085,LowerSorbian-3-78-1,,,,immediate,Kamel,the camel,yes,New High German,stan1295
18086,LowerSorbian-3-81-1,,,,immediate,Insekt,the insect,yes,New High German,stan1295
18087,LowerSorbian-3-815-1,,,,immediate,Skorpion,the scorpion,yes,New High German,stan1295
18088,LowerSorbian-3-816-1,,,,immediate,Schabe,the roach,yes,New High German,stan1295
18089,LowerSorbian-3-832-1,,,,immediate,Moskito,the mosquito,yes,New High German,stan1295
18090,LowerSorbian-3-97-1,,,,immediate,Krokodil,crocodile,yes,New High German,stan1295
18091,LowerSorbian-4-16-1,,,,immediate,Knochen,the bone,yes,New High German,stan1295
18092,LowerSorbian-4-162-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18093,LowerSorbian-4-202-1,,,,immediate,nåp (Napf),the skull,yes,East Middle German,
18094,LowerSorbian-4-214-1,,,,immediate,mikawka,the eyelash,yes,Upper Sorbian,uppe1395
18095,LowerSorbian-4-4-1,,,,immediate,Brust,chest,yes,Early New High German,
18096,LowerSorbian-4-451-1,,,,immediate,nere,kidney,yes,Middle Low German,midd1318
18097,LowerSorbian-4-46-1,,,,immediate,Magen,stomach,yes,New High German,stan1295
18098,LowerSorbian-4-462-1,,,,immediate,Taille,the waist,yes,New High German,stan1295
18099,LowerSorbian-4-492-1,,,,immediate,Penis,the penis,yes,New High German,stan1295
18100,LowerSorbian-4-74-1,,,,immediate,leben,to be alive,yes,New High German,stan1295
18101,LowerSorbian-4-842-1,,,,immediate,Kropf,goitre,yes,New High German,stan1295
18102,LowerSorbian-4-858-1,,,,immediate,Schmarre,scar,yes,New High German,stan1295
18103,LowerSorbian-4-87-1,,,,immediate,dukter (Doktor),the physician,yes,German (Upper Saxon),uppe1400
18104,LowerSorbian-4-88-1,,,,immediate,Medizin,the medicine,yes,New High German,stan1295
18105,LowerSorbian-5-27-1,,,,immediate,*katil(u)s,the kettle,yes,Gothic,goth1244
18106,LowerSorbian-5-28-1,,,,immediate,brotfonne/bratpfanne,the pan,yes,German,stan1295
18107,LowerSorbian-5-31-1,,,,immediate,stikls,"cup, tumbler (out of glas)",yes,Gothic,goth1244
18108,LowerSorbian-5-33-1,,,,immediate,stikls,"cup, tumbler (out of glas)",yes,Gothic,goth1244
18109,LowerSorbian-5-32-1,,,,immediate,*taller,plate,yes,East Middle German,
18110,LowerSorbian-5-34-1,,,,immediate,krus(e),the jug,yes,Middle Low German,midd1318
18111,LowerSorbian-5-35-1,,,,immediate,Tasse,cup,yes,New High German,stan1295
18112,LowerSorbian-5-42-1,,,,immediate,Frühstück,breakfast,yes,New High German,stan1295
18113,LowerSorbian-5-51-1,,,,immediate,*hlaiba-,bread,yes,West Germanic,
18114,LowerSorbian-5-57-1,,,,immediate,mulin,mill,yes,Old High German,oldh1241
18115,LowerSorbian-5-58-1,,,,immediate,mörsel,mortar(1),yes,Middle High German,midd1343
18116,LowerSorbian-5-64-1,,,,immediate,supe,soup,yes,Middle Low German,midd1318
18117,LowerSorbian-5-712-1,,,,immediate,bundel (Bündel),bunch,yes,German,stan1295
18118,LowerSorbian-5-75-1,,,,immediate,figa,fig,yes,Old High German,oldh1241
18119,LowerSorbian-5-78-1,,,,immediate,Olive,olive,yes,New High German,stan1295
18120,LowerSorbian-23-195-1,,,,immediate,olei,oil,yes,Old High German,oldh1241
18121,LowerSorbian-5-79-1,,,,immediate,olei,oil,yes,Old High German,oldh1241
18122,LowerSorbian-5-82-1,,,,immediate,piper,pepper,yes,Latin,
18123,LowerSorbian-5-821-1,,,,immediate,Paprika,chili pepper,yes,New High German,stan1295
18124,LowerSorbian-5-85-1,,,,immediate,Zucker,sugar,yes,New High German,stan1295
18125,LowerSorbian-5-89-1,,,,immediate,Butter,butter,yes,New High German,stan1295
18126,LowerSorbian-5-92-1,,,,immediate,wein/wīn,wine,yes,Old High German,oldh1241
18127,LowerSorbian-6-13-1,,,,immediate,schroder,tailor,yes,Middle Low German,midd1318
18128,LowerSorbian-6-24-1,,,,immediate,bałma,the cotton,yes,Upper Sorbian,uppe1395
18129,LowerSorbian-6-25-1,,,,immediate,sîde,silk,yes,Middle High German,midd1343
18130,LowerSorbian-6-27-1,,,,immediate,Filz,felt,yes,New High German,stan1295
18131,LowerSorbian-6-41-2,,,,immediate,Mantel,cloak,yes,Early New High German,
18132,LowerSorbian-6-411-1,,,,immediate,Poncho,the poncho,yes,New High German,stan1295
18133,LowerSorbian-6-43-1,,,,immediate,Jacke,coat,yes,New High German,stan1295
18134,LowerSorbian-6-45-1,,,,immediate,Kragen,collar,yes,New High German,stan1295
18135,LowerSorbian-6-46-1,,,,immediate,casula,"dress, cowl, ...",yes,Latin,
18136,LowerSorbian-6-48-1,,,,immediate,setzen,to sit down,yes,New High German,stan1295
18137,LowerSorbian-6-49-1,,,,immediate,strump,stocking,yes,Middle Low German,midd1318
18138,LowerSorbian-6-55-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18139,LowerSorbian-6-59-1,,,,immediate,schlejer,the veil,yes,East Middle German,
18140,LowerSorbian-6-61-1,,,,immediate,kafse,pocket,yes,Middle High German,midd1343
18141,LowerSorbian-6-72-1,,,,immediate,Juwel,jewel,yes,New High German,stan1295
18142,LowerSorbian-6-75-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18143,LowerSorbian-6-76-1,,,,immediate,parle,bead,yes,East Middle German,
18144,LowerSorbian-6-81-1,,,,immediate,schnüpptuch,handkerchief,yes,German,stan1295
18145,LowerSorbian-6-92-1,,,,immediate,Bürste,the brush,yes,New High German,stan1295
18146,LowerSorbian-6-921-1,,,,immediate,Zopf,the plait/braid,yes,New High German,stan1295
18147,LowerSorbian-6-94-1,,,,immediate,Salbe,the ointment,yes,Early New High German,
18148,LowerSorbian-6-95-1,,,,immediate,seife,the soap,yes,Early New High German,
18149,LowerSorbian-7-13-1,,,,immediate,bude,the hut,yes,Middle High German,midd1343
18150,LowerSorbian-7-14-1,,,,immediate,zëlt,the tent,yes,Middle High German,midd1343
18151,LowerSorbian-7-17-1,,,,immediate,chuhchina,the kitchen,yes,Old High German,oldh1241
18152,LowerSorbian-7-21-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18153,LowerSorbian-7-12-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18154,LowerSorbian-7-31-1,,,,immediate,Kamin,the fireplace,yes,New High German,stan1295
18155,LowerSorbian-7-422-1,,,,immediate,Decke,the blanket,yes,New High German,stan1295
18156,LowerSorbian-7-44-1,,,,immediate,buidis,table,yes,Gothic,goth1244
18157,LowerSorbian-7-45-1,,,,immediate,lampe,lamp,yes,Middle High German,midd1343
18158,LowerSorbian-7-55-1,,,,immediate,Balken,the beam,yes,New High German,stan1295
18159,LowerSorbian-7-57-1,,,,immediate,dele,board,yes,Middle Low German,midd1318
18160,LowerSorbian-7-47-1,,,,immediate,dele,board,yes,Middle Low German,midd1318
18161,LowerSorbian-7-61-1,,,,immediate,mūrære,the mason,yes,Middle High German,midd1343
18162,LowerSorbian-7-62-1,,,,immediate,ziegel,brick,yes,Middle High German,midd1343
18163,LowerSorbian-7-63-1,,,,immediate,Mörtel,mortar,yes,New High German,stan1295
18164,LowerSorbian-8-11-1,,,,immediate,bur,farmer,yes,Middle Low German,midd1318
18165,LowerSorbian-8-23-1,,,,immediate,"spade, spoade",spade,yes,Early New High German,
18166,LowerSorbian-8-24-1,,,,immediate,schuppe,the shovel,yes,Middle Low German,midd1318
18167,LowerSorbian-8-42-1,,,,immediate,(ge)treide,0,yes,Early New High German,
18168,LowerSorbian-8-47-1,,,,immediate,Mais,maize,yes,New High German,stan1295
18169,LowerSorbian-8-48-1,,,,immediate,Reis,rice,yes,New High German,stan1295
18170,LowerSorbian-8-53-1,,,,immediate,rostlina,plant,yes,Upper Sorbian,uppe1395
18171,LowerSorbian-8-62-1,,,,immediate,*bōk,beech,yes,West Germanic,
18172,LowerSorbian-8-68-1,,,,immediate,tuback,tobacco,yes,New High German,stan1295
18173,LowerSorbian-8-691-1,,,,immediate,Pfeife (or older forms),pipe,yes,New High German,stan1295
18174,LowerSorbian-8-73-1,,,,immediate,stomm,the tree trunk,yes,East Middle German,
18175,LowerSorbian-8-81-1,,,,immediate,Palme,palm tree,yes,New High German,stan1295
18176,LowerSorbian-8-92-1,,,,immediate,Maniok,the cassava/manioc,yes,New High German,stan1295
18177,LowerSorbian-5-983-1,,,,immediate,Maniok,the cassava/manioc,yes,New High German,stan1295
18178,LowerSorbian-8-94-1,,,,immediate,Bambus,bamboo,yes,New High German,stan1295
18179,LowerSorbian-9-18-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18180,LowerSorbian-9-223-1,,,,immediate,*stappen (NHG. steppen),to stick,yes,East Middle German,
18181,LowerSorbian-9-23-1,,,,immediate,happe,Sichelmesser,yes,Middle High German,midd1343
18182,LowerSorbian-9-25-1,,,,immediate,securis,axe,yes,Latin,
18183,LowerSorbian-9-31-1,,,,immediate,schuren,"rub, scrub",yes,Middle Low German,midd1318
18184,LowerSorbian-9-343-1,,,,immediate,pressen,to squeeze,yes,New High German,stan1295
18185,LowerSorbian-9-48-1,,,,immediate,fila,file,yes,Old High German,oldh1241
18186,LowerSorbian-9-56-1,,,,immediate,līm,the glue,yes,Middle Low German,midd1318
18187,LowerSorbian-9-66-1,,,,immediate,kupfer,copper,yes,Early New High German,
18188,LowerSorbian-9-69-1,,,,immediate,Zinn,the tin,yes,New High German,stan1295
18189,LowerSorbian-9-74-1,,,,immediate,glas,glass,yes,Early New High German,
18190,LowerSorbian-9-76-1,,,,immediate,korb,basket,yes,Early New High German,
18191,LowerSorbian-3-822-2,,,,immediate,korb,basket,yes,Early New High German,
18192,LowerSorbian-9-77-1,,,,immediate,matte,mat,yes,New High German,stan1295
18193,LowerSorbian-9-771-1,,,,immediate,Teppich,the rug,yes,New High German,stan1295
18194,LowerSorbian-9-83-1,,,,immediate,Stutue,statue,yes,New High German,stan1295
18195,LowerSorbian-10-66-1,,,,immediate,reiten,to ride,yes,Early New High German,
18196,LowerSorbian-10-831-1,,,,immediate,Kanu,canoe,yes,New High German,stan1295
18197,LowerSorbian-10-851-1,,,,immediate,Paddel,the paddle,yes,New High German,stan1295
18198,LowerSorbian-10-86-1,,,,immediate,wodźidło,the rudder,yes,Upper Sorbian,uppe1395
18199,LowerSorbian-10-91-1,,,,immediate,pśistaw,the port,yes,Upper Sorbian,uppe1395
18200,LowerSorbian-11-44-1,,,,immediate,pfenning,(penny),yes,Old High German,oldh1241
18201,LowerSorbian-11-52-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18202,LowerSorbian-11-78-1,,,,immediate,mūta,toll,yes,Old High German,oldh1241
18203,LowerSorbian-11-81-1,,,,immediate,*kaupjan,to trade,yes,West Germanic,
18204,LowerSorbian-11-85-1,,,,immediate,wīk,"place, town",yes,Middle Low German,midd1318
18205,LowerSorbian-11-86-1,,,,immediate,wobchod,shop/store,yes,Upper Sorbian,uppe1395
18206,LowerSorbian-11-87-1,,,,immediate,płaćizna,the price,yes,Upper Sorbian,uppe1395
18207,LowerSorbian-11-92-1,,,,immediate,vâgan,to weigh,yes,Old High German,oldh1241
18208,LowerSorbian-12-541-1,,,,immediate,Klafter,the fathom,yes,New High German,stan1295
18209,LowerSorbian-12-77-1,,,,immediate,krūci,the cross,yes,Low German,nort2627
18210,LowerSorbian-12-78-1,,,,immediate,Quadrat,the square,yes,New High German,stan1295
18211,LowerSorbian-12-82-1,,,,immediate,koło,the circle,yes,Upper Sorbian,uppe1395
18212,LowerSorbian-12-83-1,,,,immediate,kūle,the ball,yes,German,stan1295
18213,LowerSorbian-4-853-2,,,,immediate,kūle,the ball,yes,German,stan1295
18214,LowerSorbian-13-1,,,,immediate,Null,zero,yes,New High German,stan1295
18215,LowerSorbian-13-105-1,,,,immediate,sto,a hundred,yes,Upper Sorbian,uppe1395
18216,LowerSorbian-13-106-1,,,,immediate,tysac,a thousand,yes,Upper Sorbian,uppe1395
18217,LowerSorbian-13-37-1,,,,immediate,pår,the pair,yes,East Middle German,
18218,LowerSorbian-14-51-1,,,,immediate,hodźina,the hour,yes,Upper Sorbian,uppe1395
18219,LowerSorbian-14-53-1,,,,immediate,sēger,"sandglass, hourglass",yes,East Middle German,
18220,LowerSorbian-14-68-1,,,,immediate,sabbáta (Plural),Saturday,yes,Latin,
18221,LowerSorbian-15-212-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
18222,LowerSorbian-9-88-1,,,,immediate,varwe,colour/paint,yes,Middle High German,midd1343
18223,LowerSorbian-15-61-1,,,,immediate,varwe,colour/paint,yes,Middle High German,midd1343
18224,LowerSorbian-15-76-1,,,,immediate,grob,rough(1),yes,Early New High German,
18225,LowerSorbian-16-18-1,,,,immediate,gelucke,the good luck,yes,Middle Low German,midd1318
18226,LowerSorbian-17-19-1,,,,immediate,Idee,the idea,yes,New High German,stan1295
18227,LowerSorbian-17-242-1,,,,immediate,studieren,to study,yes,New High German,stan1295
18228,LowerSorbian-17-27-1,,,,immediate,praeceptor,the teacher,yes,New High German,stan1295
18229,LowerSorbian-17-28-1,,,,immediate,schule,the school,yes,Early New High German,
18230,LowerSorbian-17-42-1,,,,immediate,přičina,the cause,yes,Upper Sorbian,uppe1395
18231,LowerSorbian-17-43-1,,,,immediate,zwivel,the doubt,yes,Middle High German,midd1343
18232,LowerSorbian-17-46-1,,,,immediate,jednory,easy,yes,Upper Sorbian,uppe1395
18233,LowerSorbian-18-52-1,,,,immediate,čitać,to read,yes,Upper Sorbian,uppe1395
18234,LowerSorbian-18-56-1,,,,immediate,Papier,the paper,yes,Early New High German,
18235,LowerSorbian-18-71-1,,,,immediate,fleete,the flute,yes,German,stan1295
18236,LowerSorbian-18-73-1,,,,immediate,trompete,the trumpet,yes,Early New High German,
18237,LowerSorbian-19-32-1,,,,immediate,kral,the king,yes,Czech,czec1258
18238,LowerSorbian-19-36-1,,,,immediate,zemjan,the noble,yes,Upper Sorbian,uppe1395
18239,LowerSorbian-19-37-1,,,,immediate,bürger,0,yes,New High German,stan1295
18240,LowerSorbian-19-41-1,,,,immediate,*kuninga-z,the king,yes,West Germanic,
18241,LowerSorbian-19-42-1,,,,immediate,sklåfe (Sklave),the slave,yes,German,stan1295
18242,LowerSorbian-19-72-1,,,,immediate,prostitutka,the prostitute,yes,Upper Sorbian,uppe1395
18243,LowerSorbian-20-22-1,,,,immediate,heie,"mallet, rammer",yes,Early New High German,
18244,LowerSorbian-20-28-1,,,,immediate,Flinte,the gun,yes,New High German,stan1295
18245,LowerSorbian-20-36-1,,,,immediate,Turm,the tower,yes,Early New High German,
18246,LowerSorbian-20-45-1,,,,immediate,zoofen,to go back,yes,German,stan1295
18247,LowerSorbian-22-11-1,,,,immediate,religija,the religion,yes,Upper Sorbian,uppe1395
18248,LowerSorbian-22-13-1,,,,immediate,Tempel,the temple,yes,New High German,stan1295
18249,LowerSorbian-22-14-1,,,,immediate,altāri,the alter,yes,Old High German,oldh1241
18250,LowerSorbian-22-15-1,,,,immediate,opper,the sacrifice,yes,Middle Low German,midd1318
18251,LowerSorbian-22-17-1,,,,immediate,beten,to pray,yes,Early New High German,
18252,LowerSorbian-22-22-1,,,,immediate,prediken,to preach,yes,Middle Low German,midd1318
18253,LowerSorbian-22-23-1,,,,immediate,segnen,to bless,yes,Early New High German,
18254,LowerSorbian-22-26-1,,,,immediate,fastên,to fast,yes,Old High German,oldh1241
18255,LowerSorbian-22-32-1,,,,immediate,helle,the hell,yes,Middle High German,midd1343
18256,LowerSorbian-22-44-1,,,,immediate,sonina,the fairy of elf,yes,Upper Sorbian,uppe1395
18257,LowerSorbian-23-1-1,,,,immediate,Radio,the radio,yes,New High German,stan1295
18258,LowerSorbian-23-11-1,,,,immediate,telewizija,the television,yes,Upper Sorbian,uppe1395
18259,LowerSorbian-23-12-1,,,,immediate,Telephon,the telephone,yes,New High German,stan1295
18260,LowerSorbian-23-14-1,,,,immediate,Auto,the car,yes,New High German,stan1295
18261,LowerSorbian-23-15-1,,,,immediate,Bus,the bus,yes,New High German,stan1295
18262,LowerSorbian-23-16-1,,,,immediate,lětadło,the airplane,yes,Upper Sorbian,uppe1395
18263,LowerSorbian-23-175-1,,,,immediate,Batterie,the battery,yes,New High German,stan1295
18264,LowerSorbian-23-22-1,,,,immediate,Tablette,the pill or tablet,yes,New High German,stan1295
18265,LowerSorbian-23-23-1,,,,immediate,Spritze,the sprayer,yes,New High German,stan1295
18266,LowerSorbian-23-52-1,,,,immediate,Toilette,the toilet,yes,New High German,stan1295
18267,LowerSorbian-23-53-1,,,,immediate,Matraze,0,yes,New High German,stan1295
18268,LowerSorbian-23-31-1,,,,immediate,Präsident,the president,yes,New High German,stan1295
18269,LowerSorbian-23-32-1,,,,immediate,Minister,the minister,yes,New High German,stan1295
18270,LowerSorbian-23-33-1,,,,immediate,policija,the police,yes,Upper Sorbian,uppe1395
18271,LowerSorbian-23-38-1,,,,immediate,wólba,the election,yes,Upper Sorbian,uppe1395
18272,LowerSorbian-23-4-1,,,,immediate,Post,the post,yes,New High German,stan1295
18273,LowerSorbian-23-44-1,,,,immediate,Bank,the bank (financal institution),yes,New High German,stan1295
18274,LowerSorbian-23-54-1,,,,immediate,tese,the box,yes,German,stan1295
18275,LowerSorbian-23-55-1,,,,immediate,schrube,0,yes,Early New High German,
18276,LowerSorbian-23-56-1,,,,immediate,Flasche,0,yes,New High German,stan1295
18277,LowerSorbian-23-24-1,,,,immediate,Brille,the glasses,yes,New High German,stan1295
18278,LowerSorbian-23-57-1,,,,immediate,Plastik,the plastic,yes,New High German,stan1295
18279,LowerSorbian-23-575-1,,,,immediate,Bombe,the bomb,yes,New High German,stan1295
18280,LowerSorbian-23-58-1,,,,immediate,Fabrik,the factory,yes,New High German,stan1295
18281,LowerSorbian-23-59-1,,,,immediate,Zigarette,the cigarette,yes,New High German,stan1295
18282,LowerSorbian-23-61-1,,,,immediate,Kalender,the calendar,yes,New High German,stan1295
18283,LowerSorbian-23-62-1,,,,immediate,Film,the film/movie,yes,New High German,stan1295
18284,LowerSorbian-23-63-1,,,,immediate,Musik,the music,yes,New High German,stan1295
18285,LowerSorbian-23-385-1,,,,immediate,Adresse,the address,yes,New High German,stan1295
18286,LowerSorbian-23-39-1,,,,immediate,Nummer,the number,yes,New High German,stan1295
18287,LowerSorbian-23-185-1,,,,immediate,Motor,the motor,yes,New High German,stan1295
18288,LowerSorbian-23-19-1,,,,immediate,Maschine,the machine,yes,New High German,stan1295
18289,LowerSorbian-4-493-1,,,,immediate,Vagina,the vagina,yes,New High German,stan1295
18290,LowerSorbian-23-9-1,,,,immediate,Tee,0,yes,New High German,stan1295
18291,LowerSorbian-23-91-1,,,,immediate,Kaffee,the coffee,yes,New High German,stan1295
18292,LowerSorbian-3-866-1,,,,immediate,šup,the raccoon,yes,Upper Sorbian,uppe1395
18293,LowerSorbian-3-871-1,,,,immediate,sob,the reindeer/caribou,yes,Upper Sorbian,uppe1395
18294,LowerSorbian-8-29-1,,,,immediate,Lasso,0,yes,New High German,stan1295
18295,LowerSorbian-8-991-1,,,,immediate,larik,the larch,yes,Upper Sorbian,uppe1395
18296,LowerSorbian-7-67-1,,,,immediate,garwen,to tan,yes,German (Upper Saxon),uppe1400
18297,LowerSorbian-4-494-1,,,,immediate,Vulva,the vulva,yes,New High German,stan1295
18298,LowerSorbian-3-99-1,,,,immediate,Tapir,the tapir,yes,New High German,stan1295
18299,LowerSorbian-7-65-1,,,,immediate,lěhwo,camp,yes,Upper Sorbian,uppe1395
18300,LowerSorbian-3-597-1,,,,immediate,Kormoran,0,yes,New High German,stan1295
18301,LowerSorbian-3-833-1,,,,immediate,Garnele,0,yes,New High German,stan1295
18302,LowerSorbian-3-834-1,,,,immediate,Termite,0,yes,New High German,stan1295
18303,LowerSorbian-9-87-1,,,,immediate,Bumerang,the boomerang,yes,New High German,stan1295
18304,LowerSorbian-3-88-1,,,,immediate,Känguru,0,yes,New High German,stan1295
18305,LowerSorbian-3-9-1,,,,immediate,Jaguar,the jaguar,yes,New High German,stan1295
18306,LowerSorbian-3-913-1,,,,immediate,Chamäleon,the chameleon,yes,New High German,stan1295
18307,LowerSorbian-9-91-1,,,,immediate,pal,the stake,yes,Middle Low German,midd1318
18308,LowerSorbian-3-917-1,,,,immediate,buwoł,the buffalo,yes,Upper Sorbian,uppe1395
18309,LowerSorbian-1-411-1,,,,immediate,Savanne,0,yes,New High German,stan1295
18310,LowerSorbian-2-6412-1,,,,immediate,schwåger (Schwager),the sibling-in-law (male),yes,East Middle German,
18311,LowerSorbian-22-13-2,,Source word unidentifiable,,immediate,,the church,yes,Germanic,
18312,LowerSorbian-22-131-1,,Source word unidentifiable,,immediate,,the church,yes,Germanic,
18313,LowerSorbian-22-132-1,,,,immediate,Moschee,the mosque,yes,New High German,stan1295
18314,LowerSorbian-1-21-2,,,,immediate,kraj,"country, land",yes,Upper Sorbian,uppe1395
18315,LowerSorbian-19-11-1,,,,immediate,kraj,"country, land",yes,Upper Sorbian,uppe1395
18316,LowerSorbian-1-25-2,,,,immediate,insule,island,yes,Middle High German,midd1343
18317,LowerSorbian-1-353-2,,,,immediate,wotliw,lowtide,yes,Upper Sorbian,uppe1395
18318,LowerSorbian-1-354-2,,,,immediate,přiliw,hightide,yes,Upper Sorbian,uppe1395
18319,LowerSorbian-2-1-2,,,,immediate,pärschoon,the person,yes,German (Upper Saxon),uppe1400
18320,LowerSorbian-1-71-2,,,,immediate,powětr,the air,yes,Upper Sorbian,uppe1395
18321,LowerSorbian-2-35-2,,,,immediate,Vater,the father,yes,New High German,stan1295
18322,LowerSorbian-2-46-4,,,,immediate,Großvater,0,yes,New High German,stan1295
18323,LowerSorbian-2-47-2,,,,immediate,Großmutter,the grandmother,yes,New High German,stan1295
18324,LowerSorbian-3-46-2,,,,immediate,asilus,the donkey,yes,Gothic,goth1244
18325,LowerSorbian-3-661-2,,,,immediate,Hai,the shark,yes,New High German,stan1295
18326,LowerSorbian-3-76-3,,,,immediate,Affe,the monkey,yes,New High German,stan1295
18327,LowerSorbian-3-77-2,,,,immediate,słon,the elefant,yes,Upper Sorbian,uppe1395
18328,LowerSorbian-7-14-2,,,,immediate,stan,the tent,yes,Upper Sorbian,uppe1395
18329,LowerSorbian-7-45-2,,,,immediate,Fackel,torch,yes,Early New High German,
18330,LowerSorbian-4-151-2,,,,immediate,Vene,the vein,yes,New High German,stan1295
18331,LowerSorbian-4-151-3,,,,immediate,Arterie,the artery,yes,New High German,stan1295
18332,LowerSorbian-4-241-2,,,,immediate,schnåbl (Schnabel),the beak,yes,East Middle German,
18333,LowerSorbian-4-281-2,,,,immediate,Genick,Germ. Genick,yes,New High German,stan1295
18334,LowerSorbian-4-301-2,,,,immediate,schufel,the shovel,yes,Middle Low German,midd1318
18335,LowerSorbian-4-321-2,,,,immediate,Gelenk,the joint,yes,New High German,stan1295
18336,LowerSorbian-4-4-2,,,,immediate,hrudź,the chest,yes,Upper Sorbian,uppe1395
18337,LowerSorbian-4-46-2,,,,immediate,žołdk,the stomach,yes,Upper Sorbian,uppe1395
18338,LowerSorbian-4-841-2,,,,immediate,Fieber,the fever,yes,New High German,stan1295
18339,LowerSorbian-4-89-2,,,,immediate,Gift,the poison,yes,New High German,stan1295
18340,LowerSorbian-5-28-2,,,,immediate,panne,pan,yes,Middle Low German,midd1318
18341,LowerSorbian-8-931-1,,,,immediate,*bnea,?,yes,Vulgar Latin,
18342,LowerSorbian-5-34-2,,,,immediate,*bnea,?,yes,Vulgar Latin,
18343,LowerSorbian-5-42-2,,,,immediate,snědanje,the breakfast,yes,Upper Sorbian,uppe1395
18344,LowerSorbian-2-341-3,,,,immediate,Scheidung,the divorce,yes,New High German,stan1295
18345,LowerSorbian-6-95-2,,,,immediate,mydło,soap,yes,Upper Sorbian,uppe1395
18346,LowerSorbian-6-23-2,,,,immediate,lennewant,0,yes,Middle Low German,midd1318
18347,LowerSorbian-6-42-2,,,,immediate,Kleid,the (woman's) dress,yes,New High German,stan1295
18348,LowerSorbian-6-43-2,,,,immediate,Kamisol,coat,yes,New High German,stan1295
18349,LowerSorbian-6-81-2,,,,immediate,Schande,"Bedeckung, schützende Hülle",yes,New High German,stan1295
18350,LowerSorbian-7-53-3,,,,immediate,Reiter,the ridgepole,yes,New High German,stan1295
18351,LowerSorbian-7-65-2,,,,immediate,Lager,camp,yes,Early New High German,
